N,P,K,temperature,humidity,ph,rainfall,soil_type,crop
64.62855385,199.3783321,162.9329365,23.46204793,49.51419627,7.825059174,87.25271441,Red Sandy Loam,Guards
76.38654365,178.2923211,122.613364,33.85391025,87.10267948,4.576699091,282.2288943,Clay Loam,Sugarcane
279.1469209,176.6215486,180.651772,44.73213509,87.11817969,7.607531612,297.8490554,Red Sandy Loam,Mango
113.9428531,292.64224,230.4219824,22.84668537,89.39274751,4.725284637,119.3513935,Saline Coastal Alluvium,Banana
76.57525641,198.6049732,165.9659652,30.57708693,25.20429851,5.838097669,272.0644248,Red Sandy Loam,Turmeric
74.89864714,42.7605939,48.98530151,12.37930464,45.41208774,6.661027675,265.8500089,Saline Coastal Alluvium,Groundnut
73.53993877,179.7882866,89.64457244,23.11883584,75.62162251,8.327277059,69.93140602,Saline Coastal Alluvium,Tube Rose
165.4882634,174.4080816,50.33847678,22.395382,22.41704075,3.969168961,191.8779964,Clay Loam,Jack
162.2690375,158.9938624,45.83181006,20.38608545,48.62139433,7.395339487,132.0959644,Red Sandy Loam,Tapioca
244.2213711,247.2886423,10.53927006,43.51008295,50.35318901,6.630829866,170.8013668,Clay Loam,Guards
197.9074427,260.0071749,260.7066284,43.80930484,93.96474245,6.154380151,117.909054,Saline Coastal Alluvium,Watermelon
240.6823067,178.6919336,273.1085739,38.70751808,61.2523639,8.3025111,82.98911843,Red Sandy Loam,Pearl Millet
279.0100431,101.604283,36.61541378,13.77595034,28.747819,4.138931398,243.5761905,Saline Coastal Alluvium,Yam
80.64714506,44.09114381,231.8378872,38.3644774,48.8030686,6.407365958,43.91415028,Red Sandy Loam,Rice
259.5607359,231.797259,77.00111491,33.81544851,66.72199273,4.736416054,41.2208328,Clay Loam,Watermelon
113.2716904,52.06131613,292.7145976,16.4364053,60.36438217,4.980320184,222.8225407,Red Sandy Loam,Sugarcane
297.750314,264.5337122,111.1879174,16.58487237,74.52656439,6.213446832,289.5344827,Red Sandy Loam,Groundnut
20.88961086,274.2707008,228.5172642,14.01855568,60.03979598,5.998690771,295.5968439,Red Sandy Loam,Turmeric
214.8416427,270.8999801,48.6488031,24.81814814,76.54871756,5.083594003,4.623277699,Red Sandy Loam,Tube Rose
153.2117497,49.58841203,244.0869037,25.29529385,80.36220165,5.014528362,80.93951363,Clay Loam,Jack
60.5922076,189.4078113,86.85751691,14.93314389,29.47716654,6.573704922,168.3695006,Saline Coastal Alluvium,Tapioca
78.19761081,138.6909968,9.382742486,25.24180323,83.57807746,6.464939725,244.9023028,Red Sandy Loam,Lemongrass
161.0683863,149.2313565,223.8349938,26.64110922,39.22493337,8.220896961,23.71067969,Saline Coastal Alluvium,Watermelon
219.1852246,141.3159409,58.81797726,34.2344624,80.50786988,4.442703966,21.85722126,Red Sandy Loam,Brinjal
211.700656,299.0042263,173.1755133,30.16764691,84.89643565,4.126152733,192.4992078,Red Sandy Loam,Guards
96.7802715,4.732176559,50.18364908,43.48691026,53.96315413,3.751523214,16.29040007,Red Sandy Loam,Green Chillies
72.76845436,119.1387853,88.57917998,40.68312158,27.25256666,7.811970642,80.26506275,Red Sandy Loam,Tube Rose
270.3647507,254.1986564,1.317651155,12.06852819,91.23175785,7.451859479,75.57236108,Saline Coastal Alluvium,Finger Millet
154.7632283,186.3923238,249.7718445,21.32043016,91.72292633,5.695320919,16.52613038,Clay Loam,Guava
19.36196264,270.8346221,299.664798,30.91289306,32.14602441,6.272641644,229.4684942,Clay Loam,Finger Millet
250.5102159,80.5499062,42.16980941,13.19591311,22.62514279,7.105122301,97.28595207,Saline Coastal Alluvium,Banana
153.004595,21.21614113,194.5498179,29.58866148,60.63767232,5.243746936,150.4180835,Saline Coastal Alluvium,Red Gram
229.9251443,60.7092408,209.7673713,21.27941587,22.7586479,8.036763854,118.1199044,Red Sandy Loam,Guards
71.65068091,161.930733,105.316893,22.77442986,36.98869088,8.316725053,97.01255593,Saline Coastal Alluvium,Lemongrass
250.9426407,282.6820838,266.9969487,26.69895522,52.32336938,6.793176811,97.48818722,Saline Coastal Alluvium,Guava
93.91443262,229.3386732,201.744808,19.8030267,43.28655244,6.861892783,102.6507111,Red Sandy Loam,Tapioca
25.45772607,106.9462909,212.9447184,19.8481592,91.40522842,7.558279321,234.1517734,Clay Loam,Finger Millet
196.4241406,0.885024795,122.4737737,18.26046275,76.84011807,4.501285895,137.8792406,Clay Loam,Crossandra
80.24578006,81.78166488,238.1210577,14.91277955,28.83709083,6.399819889,54.70888782,Red Sandy Loam,Red Gram
24.72016828,149.6782146,248.7258707,20.96771879,66.78095177,6.913333283,171.1037283,Clay Loam,Red Gram
100.7410316,219.053037,261.9399877,11.45997749,78.56858463,7.05321159,293.1992765,Clay Loam,Rice
81.71990209,113.4797773,175.3266814,31.45133561,25.76410269,7.721820976,41.36653138,Saline Coastal Alluvium,Cashew
218.8169922,199.6939837,179.422958,44.14912814,62.46326974,8.174934057,206.4569257,Clay Loam,Turmeric
188.4283184,188.6353465,148.8725731,33.46371271,29.73863556,5.223341742,94.90135503,Saline Coastal Alluvium,Guards
23.74685027,163.7667951,37.3885861,12.08239289,59.20862626,5.787986685,262.6124539,Red Sandy Loam,Green Chillies
2.192509381,139.2456415,27.55207434,40.78897495,36.54016287,6.537332002,254.0000922,Clay Loam,Mango
262.5737974,28.24749754,237.2132191,12.00010046,64.24974887,5.251399259,259.563841,Clay Loam,Tapioca
229.1152686,41.02471148,185.8156524,16.74378405,67.60716249,6.781677337,258.5555075,Red Sandy Loam,Tube Rose
175.3630935,62.72159438,258.2101588,29.3891724,62.07695055,4.946296684,68.00242013,Clay Loam,Lemongrass
33.77203,116.0747233,181.6072234,22.56255274,50.17568431,6.655237335,33.25264828,Clay Loam,Gingelly
67.74958343,298.5061835,236.9639073,23.04771755,35.37455075,8.153334051,91.93393307,Saline Coastal Alluvium,Guards
166.5442095,64.26927515,3.25804899,35.30091854,49.16261114,8.250368547,181.0526898,Saline Coastal Alluvium,Jack
52.78866151,169.4845565,46.80998726,38.44783979,33.45587599,7.035549561,228.8032605,Red Sandy Loam,Brinjal
1.462178616,280.5109374,161.6503075,13.48830008,87.35380989,4.588854407,270.3103741,Saline Coastal Alluvium,Guava
174.0115087,84.49981752,4.922046896,31.11951172,44.39929649,3.874866774,247.9987711,Red Sandy Loam,Cashew
152.6041873,193.4712911,39.91279825,40.08758189,24.84303912,4.270526666,221.447299,Red Sandy Loam,Pearl Millet
291.7958751,105.0407043,214.5539434,25.24496695,85.53453765,5.224974096,54.77141978,Saline Coastal Alluvium,Mango
142.4475975,57.48045136,5.877712339,41.2314337,67.18998247,4.382351178,201.3600486,Saline Coastal Alluvium,Gingelly
143.6789726,219.9528567,78.101315,43.2034087,84.99584239,4.127818222,194.8034746,Saline Coastal Alluvium,Mango
165.0736256,250.2697221,83.73680075,38.99522596,45.68576477,4.017382869,56.7749489,Red Sandy Loam,Tube Rose
181.0000394,186.9933232,155.8366556,28.98179064,66.20455903,4.206788355,23.12431872,Clay Loam,Pearl Millet
213.9502207,137.9866107,81.56974462,20.13356423,97.03980158,4.931029543,274.5783054,Clay Loam,Tapioca
298.1687391,280.4458971,210.0657288,24.87425585,87.21785031,5.230167288,138.4646276,Red Sandy Loam,Banana
270.8760093,246.2396094,23.4537185,41.42520724,88.73247119,4.937410336,228.1011941,Clay Loam,Red Gram
275.9032164,132.6626556,232.3459668,36.97865839,52.93544969,5.631996938,86.32276644,Clay Loam,Jack
47.53882142,246.9625595,64.05197501,29.29648637,77.71983484,5.470643602,260.3839347,Saline Coastal Alluvium,Red Gram
242.0304593,38.76972521,177.2070854,11.7729983,36.29136867,5.728145694,36.45789493,Clay Loam,Guava
272.9862655,89.05662145,57.71264389,32.92954339,36.5789819,8.407863647,285.1623234,Clay Loam,Mango
252.4692933,53.093748,59.38466538,20.42472395,52.56835931,5.279887433,93.42376259,Saline Coastal Alluvium,Yam
112.5745216,129.9389661,64.08660688,32.57635411,31.7958763,5.747300157,221.5104919,Clay Loam,Yam
5.820112646,187.1257326,96.96614122,17.36147845,65.87854932,5.984020515,4.080372993,Clay Loam,Finger Millet
278.3470771,91.04400053,270.3747485,17.57203293,51.46775626,7.250917873,240.3882094,Saline Coastal Alluvium,Finger Millet
94.07913445,154.7856147,127.9936258,27.00331544,56.25093052,6.24722352,13.97222017,Red Sandy Loam,Rice
53.81248065,118.3723208,75.64130981,14.51086091,69.30571884,4.757724314,43.71145175,Clay Loam,Mango
101.806021,138.1756021,111.4542766,23.06350283,77.45533335,4.428647289,107.1601358,Saline Coastal Alluvium,Green Chillies
170.970462,40.04774561,79.74939573,10.29733416,27.85506877,6.729475749,264.0915194,Saline Coastal Alluvium,Crossandra
238.5849114,74.80269561,237.3547811,23.87359759,85.13556208,6.125133,197.0556049,Saline Coastal Alluvium,Brinjal
238.7053762,267.4000566,133.8668572,18.42823632,61.36073646,7.15401018,55.71944583,Clay Loam,Jack
208.6113452,16.38934314,285.3601854,40.76618576,62.27746728,5.396106624,216.7321075,Clay Loam,Jack
261.4228549,187.3078031,222.8225899,22.50353856,57.16090035,6.771643557,78.01750264,Red Sandy Loam,Tube Rose
19.17748799,169.1545001,290.9176115,43.17325116,53.68071019,5.30817925,71.89782513,Red Sandy Loam,Brinjal
28.4183886,231.1358908,69.47447554,26.50438661,71.88977555,6.667380797,202.2085524,Clay Loam,Sorghum
212.7340687,39.02802429,67.47279331,40.3897877,55.85598187,8.350569592,21.14683423,Red Sandy Loam,Watermelon
3.961282118,131.2895802,173.7589333,10.71513757,46.13656824,7.537421338,51.93117811,Clay Loam,Rice
187.3109405,281.5641924,250.9161297,42.98744317,66.38753547,5.173488594,147.4924498,Saline Coastal Alluvium,Tapioca
121.741917,288.6570465,162.8362521,21.61748068,44.09301171,5.161781436,229.9279294,Red Sandy Loam,Mango
177.7651395,273.0468974,29.27896755,19.83556101,43.3907008,6.340362165,250.749501,Saline Coastal Alluvium,Red Gram
267.0364314,294.3732426,150.7577497,34.27844091,69.55248116,7.400211833,28.17159089,Red Sandy Loam,Yam
211.6851987,9.906453189,90.50697888,34.67925507,61.05528244,3.621168361,81.47316119,Red Sandy Loam,Gingelly
162.9637677,166.5586366,269.5906422,24.49062906,39.44310763,8.202047732,274.5131123,Saline Coastal Alluvium,Jack
187.1676566,189.6232129,150.5042725,35.30658711,58.27409767,5.043282408,12.1722812,Red Sandy Loam,Sorghum
48.58464102,279.9718899,40.66972469,29.77948395,58.41378756,5.422890164,121.2156355,Saline Coastal Alluvium,Rice
237.2086434,171.1037825,9.88816911,43.61446112,32.02294395,7.085806247,130.4478857,Saline Coastal Alluvium,Guava
31.55482316,53.5019173,151.2050399,37.30225643,37.63897,4.626844531,199.2781047,Red Sandy Loam,Rice
202.5255083,30.84468774,136.2073231,36.8771358,71.83035111,6.09958041,292.4860864,Clay Loam,Pearl Millet
272.7087353,49.77427529,209.6257244,31.56459396,38.33721861,6.716564323,24.24996258,Saline Coastal Alluvium,Guards
194.9134014,110.4877551,84.31170482,40.52991415,20.11439451,8.370889769,266.9334889,Red Sandy Loam,Sugarcane
189.0353996,28.74309985,102.5812765,27.74789883,51.65161981,3.990225232,275.6128232,Red Sandy Loam,Lemongrass
64.48084008,157.4849642,6.853430924,26.91211167,61.52373812,6.019231899,140.7513284,Red Sandy Loam,Red Gram
138.7456906,99.70726062,259.3870152,33.40617382,77.9354463,5.527496526,257.6237926,Saline Coastal Alluvium,Gingelly
233.7001692,169.3907418,90.00671822,37.13416732,84.12175757,5.577386109,285.8341975,Red Sandy Loam,Groundnut
26.32939219,249.1005857,258.0948945,31.97380677,77.61486874,6.166971818,52.51462899,Red Sandy Loam,Tube Rose
274.1786378,122.6314488,231.9906857,16.78255895,42.15496247,4.427142389,114.6137612,Red Sandy Loam,Brinjal
67.70507067,50.85803866,161.9433686,15.67708241,96.47940251,4.408099564,64.05948271,Saline Coastal Alluvium,Jack
210.9128062,9.583006619,0.943964398,32.41232549,31.39704471,4.609617046,109.1067329,Red Sandy Loam,Banana
252.4794971,224.794272,251.6895332,17.022241,43.88432152,3.75594479,70.84951667,Red Sandy Loam,Sugarcane
75.52400842,120.1581344,91.87001994,28.25118269,41.7580647,6.576147649,288.5334391,Saline Coastal Alluvium,Red Gram
132.7671671,175.9000103,206.8318536,34.14100614,40.67226373,3.541200451,63.49596958,Saline Coastal Alluvium,Crossandra
289.9427134,259.0316227,202.4232458,42.61562035,83.70749805,7.803426118,252.4139337,Red Sandy Loam,Crossandra
104.6585203,61.98868658,140.2755249,17.17387848,50.02207046,5.909710641,190.0179951,Clay Loam,Sugarcane
71.91059092,149.9307847,117.8344594,21.98909696,89.62208474,6.026971716,139.7232264,Clay Loam,Tube Rose
117.5085163,2.66017809,28.05932353,19.95584053,23.16358266,4.769356579,224.6481173,Saline Coastal Alluvium,Yam
155.6145232,296.7720379,5.052718143,17.73983502,50.11997124,6.332404052,284.8682475,Saline Coastal Alluvium,Crossandra
266.3811166,114.4794107,277.4300181,23.2994246,60.38429211,5.391964896,265.5154408,Red Sandy Loam,Finger Millet
42.40104516,50.84425047,50.85336938,35.93555508,89.14472675,5.00062596,2.196161674,Clay Loam,Yam
54.23120964,202.3398462,73.72221761,27.69639925,44.4840569,7.330891042,34.53122902,Clay Loam,Rice
167.8848078,298.9745259,204.9530606,18.60787059,39.02714544,4.741512902,141.781614,Red Sandy Loam,Brinjal
144.4446448,77.8581227,127.1986289,23.04764558,81.75254038,6.357124331,130.6059214,Saline Coastal Alluvium,Jack
34.57501989,16.22820595,288.7822708,40.93855178,27.24833757,7.278358579,209.6687868,Red Sandy Loam,Red Gram
65.9785788,193.2696747,232.8820357,22.662296,60.67346086,4.490469396,91.2687994,Red Sandy Loam,Turmeric
48.1034889,185.8129416,176.4111246,31.42050094,90.58009525,3.646307138,31.19702599,Saline Coastal Alluvium,Groundnut
59.28877615,194.7572569,172.4758782,31.68249485,68.05441436,4.807698797,24.75425298,Clay Loam,Finger Millet
177.4128255,10.12685967,91.9348469,11.36945943,94.33252867,4.363954397,37.94382277,Clay Loam,Sorghum
30.74708246,44.8774855,59.84795849,37.05477922,64.23602556,4.420412843,136.900513,Red Sandy Loam,Mango
259.5186883,124.0322652,142.8962649,41.22456224,56.54164837,4.968673152,257.5979055,Clay Loam,Guards
243.9599649,47.83961583,51.65843594,34.84475523,88.44518677,4.653293571,168.740805,Saline Coastal Alluvium,Gingelly
4.241702611,270.1514994,122.8273755,27.14185464,88.89766897,5.786475573,129.0383138,Red Sandy Loam,Cashew
273.5350259,30.33449221,38.71675646,16.75716617,70.05136037,4.622652771,38.80238893,Clay Loam,Groundnut
129.8049765,92.1273179,138.431276,16.88683838,74.03456756,5.084970402,290.0084555,Red Sandy Loam,Lemongrass
54.87238025,126.9054816,160.9547627,40.52612467,33.45748648,4.74153381,271.2199962,Clay Loam,Finger Millet
266.2508365,136.8963486,192.2628079,32.93003856,31.87098961,3.533832833,291.4226949,Clay Loam,Tapioca
116.6471079,105.4932005,235.4585762,14.76064882,58.37084513,6.760208037,189.5006334,Saline Coastal Alluvium,Brinjal
185.3916062,47.48252127,231.9308025,29.77159722,77.2407205,8.215681645,137.3824839,Clay Loam,Lemongrass
168.6836692,94.37634207,45.61747504,17.71972891,44.20657667,4.627892459,204.647786,Red Sandy Loam,Tapioca
177.0279492,158.4173501,34.44875662,34.25379784,28.47509064,4.371380281,174.3183064,Saline Coastal Alluvium,Sugarcane
65.44917697,3.817116416,13.108036,12.79733034,93.64902864,6.598354258,269.6604535,Clay Loam,Lemongrass
168.2055395,39.70255368,130.0207054,38.43295438,95.97649369,3.574027984,41.91062708,Red Sandy Loam,Groundnut
100.2354179,38.75610251,192.066729,14.50199385,29.23861671,6.839912565,22.23807513,Red Sandy Loam,Finger Millet
295.3417366,233.3699839,279.9130242,37.42744887,52.65519164,6.571711557,210.7193463,Saline Coastal Alluvium,Tube Rose
132.0455306,243.395442,116.0606435,13.15355638,41.45838649,7.029154612,36.17855328,Saline Coastal Alluvium,Turmeric
128.0634523,155.9912632,254.4752603,28.52685252,41.23017952,7.809779913,260.8265985,Red Sandy Loam,Turmeric
248.7054311,249.8613537,10.21066717,43.27561113,80.43974217,4.169828709,98.20725443,Clay Loam,Guards
225.2812649,232.217753,131.2047248,15.57019724,88.43608793,7.230684646,79.14293335,Saline Coastal Alluvium,Rice
39.06228857,124.771838,142.3632901,37.75524335,35.12131468,6.208249811,246.1978385,Saline Coastal Alluvium,Sorghum
11.69691152,3.10627523,96.33098942,19.20813112,41.14007362,5.464585429,279.154811,Clay Loam,Watermelon
116.4766786,111.3229884,274.8338202,28.13468763,99.83730761,5.712461822,213.5917053,Clay Loam,Yam
126.561703,72.74880558,216.772736,25.76538417,99.06474644,5.013891179,106.6903276,Red Sandy Loam,Mango
130.47971,159.1278513,142.6127966,26.26216684,41.18264868,7.036650241,138.307391,Saline Coastal Alluvium,Tapioca
134.2761871,249.096583,278.0192282,16.37854699,85.21064937,4.941381544,127.5173132,Red Sandy Loam,Brinjal
233.843551,23.40187695,178.1529084,17.5861612,81.68079518,3.807886717,79.12132552,Saline Coastal Alluvium,Watermelon
77.15800837,36.75247031,118.9892669,10.06934044,89.0217923,7.341995349,72.14366882,Red Sandy Loam,Cashew
260.8628226,99.2745327,85.29733394,25.6088062,38.98882801,5.868432834,154.6494074,Red Sandy Loam,Finger Millet
117.9639519,175.0326273,26.27700827,26.82884776,60.53971364,4.784833153,112.324781,Red Sandy Loam,Groundnut
58.49108043,38.11947159,118.6221953,15.99542202,67.99435903,4.707542576,44.51203913,Red Sandy Loam,Finger Millet
64.86369624,110.6239938,186.8772149,20.01478085,79.9472126,3.969751979,130.7217397,Clay Loam,Turmeric
257.0459754,245.1917387,205.5798764,17.83608173,69.63593435,7.259274578,235.3702392,Red Sandy Loam,Crossandra
41.21196296,60.41040166,111.7972346,28.23882809,43.26338216,6.899059457,31.96708613,Red Sandy Loam,Mango
217.6660859,164.3300395,210.4801396,37.16391484,25.65378353,7.438816555,199.5848474,Clay Loam,Jack
223.162636,158.15897,299.0196645,37.69832022,25.48253749,3.834924938,235.8034916,Red Sandy Loam,Finger Millet
201.3299999,267.6839003,65.50768995,18.44636727,75.02178323,3.962376553,225.4163163,Clay Loam,Finger Millet
237.4213138,85.14551339,33.23110645,37.34609251,94.8204012,6.56156015,214.7954453,Red Sandy Loam,Turmeric
80.1384345,217.4363153,63.43224602,11.20784739,93.67847586,6.810119634,88.02716971,Saline Coastal Alluvium,Finger Millet
185.282745,14.73513799,224.8136637,28.84926792,55.44155821,4.81995099,134.8079817,Red Sandy Loam,Finger Millet
285.6109506,230.066942,58.89820421,42.60682489,63.11439899,3.640071298,128.4940375,Clay Loam,Gingelly
108.8368311,98.87708975,184.8161315,12.44965628,87.20415573,5.499800575,131.0702412,Saline Coastal Alluvium,Rice
80.17610095,210.3314352,160.4590688,16.30757366,49.21018498,5.762963887,67.23820126,Clay Loam,Pearl Millet
190.6333633,272.6761276,212.1202178,16.16747726,33.044805,7.934405389,79.01250603,Clay Loam,Banana
30.82827377,177.7044844,243.0515945,37.85714226,49.94888709,4.100496338,288.4105471,Saline Coastal Alluvium,Tube Rose
120.0763638,138.5024039,227.7662752,35.18954008,82.85412201,3.5862924,197.695247,Clay Loam,Finger Millet
104.8817722,291.3394603,32.35704732,23.04436139,89.12405896,4.578642447,235.8071265,Red Sandy Loam,Guava
97.33648664,21.22544734,270.4070153,10.00909517,97.74244042,7.31703307,182.9448873,Red Sandy Loam,Finger Millet
181.2387765,44.27770309,145.8630473,15.4523155,57.05028024,5.975570132,288.3754801,Saline Coastal Alluvium,Jack
80.23609498,231.9466173,202.7710474,19.16562934,61.82218375,5.346007051,15.31156067,Red Sandy Loam,Cashew
76.7852244,87.94298711,230.3994244,18.07800879,50.31051797,5.379460066,216.3099098,Saline Coastal Alluvium,Banana
181.2667672,199.9681839,228.6605691,35.89439188,50.05015716,5.679715287,245.2066988,Red Sandy Loam,Finger Millet
11.71226874,19.16107489,130.4821412,23.79603697,85.23743128,5.351302797,229.7828786,Saline Coastal Alluvium,Green Chillies
158.9840341,118.2995256,32.01346046,27.61989123,97.76363939,6.949526643,42.01268901,Saline Coastal Alluvium,Cashew
51.03599017,288.3177494,151.1270262,11.12068565,87.8640241,5.817313765,185.4254492,Red Sandy Loam,Guava
168.561989,10.31303492,123.3902865,22.43135213,32.74301717,7.895955468,265.131529,Clay Loam,Mango
172.6270769,156.4924693,15.17809306,35.92161361,36.6345282,3.796186339,188.7410397,Red Sandy Loam,Banana
53.54336502,213.2389418,166.6762377,25.96569914,21.12413141,4.067768143,275.6589593,Saline Coastal Alluvium,Sorghum
151.4688609,32.56603538,66.47583456,21.16857445,73.05619679,7.200818239,23.06268539,Red Sandy Loam,Lemongrass
84.11948212,177.4348518,45.07797045,11.57889498,80.71723406,7.013678265,221.2243132,Clay Loam,Rice
245.8245794,8.167699372,92.69369172,27.67080501,43.15039604,4.411924452,258.8174457,Clay Loam,Guava
131.4069134,123.2597979,107.0198973,22.77886115,25.10489953,4.617355014,233.8249418,Red Sandy Loam,Guava
19.33506727,296.8500858,15.25566156,34.74661192,68.42935826,4.095947316,219.4279941,Saline Coastal Alluvium,Tube Rose
264.2438467,4.169478861,80.90467109,21.38502554,87.17643139,6.486870878,205.869449,Saline Coastal Alluvium,Rice
216.2080594,23.08951255,73.32866893,22.25561184,71.9239371,5.629180784,254.9682128,Clay Loam,Crossandra
150.2508162,77.90258917,298.5663725,34.92807057,30.93344679,6.408127881,129.2506617,Clay Loam,Lemongrass
208.9800952,260.4571794,266.2377731,42.12935888,92.25384295,7.794830091,172.6063723,Clay Loam,Cashew
